2016-10-30,09:58:11,1,Bread
2016-10-30,10:05:34,2,Scandinavian
2016-10-30,10:05:34,2,Scandinavian
2016-10-30,10:07:57,3,Hot chocolate
2016-10-30,10:07:57,3,Jam
2016-10-30,10:07:57,3,Cookies
2016-10-30,10:08:41,4,Muffin
2016-10-30,10:13:03,5,Coffee
2016-10-30,10:13:03,5,Pastry
2016-10-30,10:13:03,5,Bread
2016-10-30,10:16:55,6,Medialuna
2016-10-30,10:16:55,6,Pastry
2016-10-30,10:16:55,6,Muffin
2016-10-30,10:19:12,7,Medialuna
2016-10-30,10:19:12,7,Pastry
2016-10-30,10:19:12,7,Coffee
2016-10-30,10:19:12,7,Tea
2016-10-30,10:20:51,8,Pastry
2016-10-30,10:20:51,8,Bread
2016-10-30,10:21:59,9,Bread
2016-10-30,10:21:59,9,Muffin
2016-10-30,10:25:58,10,Scandinavian
2016-10-30,10:25:58,10,Medialuna
2016-10-30,10:27:21,11,Bread
2016-10-30,10:27:21,11,Medialuna
2016-10-30,10:27:21,11,Bread
2016-10-30,10:27:21,11,Confiture
2016-10-30,10:30:14,12,Jam
2016-10-30,10:30:14,12,Coffee
2016-10-30,10:30:14,12,Tartine
2016-10-30,10:30:14,12,Pastry
2016-10-30,10:30:14,12,Tea
2016-10-30,10:31:24,13,Basket
2016-10-30,10:31:24,13,Bread
2016-10-30,10:31:24,13,Coffee
2016-10-30,10:32:46,14,Bread
2016-10-30,10:32:46,14,Medialuna
2016-10-30,10:32:46,14,Pastry
2016-10-30,10:34:36,15,Confiture
2016-10-30,10:34:36,15,Confiture
2016-10-30,10:34:36,15,Mineral water
2016-10-30,10:34:36,15,Scandinavian
2016-10-30,10:37:08,16,Bread
2016-10-30,10:37:08,16,Medialuna
2016-10-30,10:37:08,16,Coffee
2016-10-30,10:38:04,17,Hot chocolate
2016-10-30,10:41:56,18,Farm House
2016-10-30,10:43:08,19,Farm House
2016-10-30,10:43:08,19,Bread
2016-10-30,10:45:22,20,Bread
2016-10-30,10:45:22,20,Medialuna
2016-10-30,10:49:29,21,Coffee
2016-10-30,10:49:29,21,Coffee
2016-10-30,10:49:29,21,Medialuna
2016-10-30,10:49:29,21,Bread
2016-10-30,10:52:15,22,Jam
2016-10-30,10:53:49,23,Scandinavian
2016-10-30,10:53:49,23,Muffin
2016-10-30,10:54:33,24,Bread
2016-10-30,10:55:22,25,Scandinavian
2016-10-30,10:56:08,26,Fudge
2016-10-30,11:02:19,27,Scandinavian
2016-10-30,11:03:24,28,Coffee
2016-10-30,11:03:24,28,Bread
2016-10-30,11:05:30,29,Bread
2016-10-30,11:05:30,29,Jam
2016-10-30,11:05:30,29,Confiture
2016-10-30,11:07:19,30,Bread
2016-10-30,11:12:56,31,Basket
2016-10-30,11:16:15,32,Scandinavian
2016-10-30,11:16:15,32,Muffin
2016-10-30,11:22:49,33,Coffee
2016-10-30,11:25:45,34,Coffee
2016-10-30,11:25:45,34,Muffin
2016-10-30,11:27:34,35,Muffin
2016-10-30,11:27:34,35,Scandinavian
2016-10-30,11:33:08,36,Tea
2016-10-30,11:33:08,36,Bread
2016-10-30,11:37:10,37,Coffee
2016-10-30,11:37:10,37,Bread
2016-10-30,11:37:10,37,Confiture
2016-10-30,11:42:40,38,Bread
2016-10-30,11:42:40,38,Tea
2016-10-30,11:44:31,39,Scandinavian
2016-10-30,11:55:51,40,Juice
2016-10-30,11:55:51,40,Confiture
2016-10-30,11:55:51,40,Tartine
2016-10-30,11:55:51,40,Coffee
2016-10-30,11:55:51,40,Muffin
2016-10-30,11:57:06,41,Scandinavian
2016-10-30,11:57:45,42,Bread
2016-10-30,11:57:45,42,Tea
2016-10-30,12:00:22,43,Scandinavian
2016-10-30,12:00:22,43,Fudge
2016-10-30,12:05:47,44,Coffee
2016-10-30,12:05:47,44,Medialuna
2016-10-30,12:08:36,45,Coffee
2016-10-30,12:08:36,45,Hot chocolate
2016-10-30,12:08:36,45,Medialuna
2016-10-30,12:09:04,46,Coffee
2016-10-30,12:15:29,47,Ella's Kitchen Pouches
2016-10-30,12:15:29,47,Juice
2016-10-30,12:15:29,47,Bread
2016-10-30,12:15:29,47,Muffin
2016-10-30,12:15:29,47,Jam
2016-10-30,12:17:02,48,Coffee
2016-10-30,12:23:01,49,Coffee
2016-10-30,12:23:01,49,Coffee
2016-10-30,12:23:01,49,Medialuna
2016-10-30,12:25:11,50,Bread
2016-10-30,12:25:11,50,Victorian Sponge
2016-10-30,12:26:58,51,Bread
2016-10-30,12:28:07,52,Scandinavian
2016-10-30,12:33:08,54,Bread
2016-10-30,12:38:06,55,Frittata
2016-10-30,12:38:06,55,Coffee
2016-10-30,12:38:06,55,Tea
2016-10-30,12:38:06,55,Hearty & Seasonal
